gene_id	gene_id_clean	log2FC	padj	lasso_coef	rf_importance	direction
ENSG00000175832.12	ENSG00000175832	5.345197661754297	5.284077635737636e-44	0.417237486425783	0.03312564707693893	Up
ENSG00000163347.5	ENSG00000163347	4.843430087036166	1.4191877801091406e-41	0.22377003809205542	0.026046636623350255	Up
ENSG00000142959.4	ENSG00000142959	-6.971385822458272	3.2036684202695867e-52	-0.49669459645727665	0.02333333333333332	Down
ENSG00000163815.5	ENSG00000163815	-4.283573219147941	2.9616835883001144e-44	-0.43328509690068595	0.022548805444265525	Down
ENSG00000101255.10	ENSG00000101255	3.564554675654432	2.9616835883001144e-44	0.10861846189117942	0.01990488928799644	Up
ENSG00000182938.4	ENSG00000182938	-8.65754139947683	4.824198189100272e-41	-0.1180643972072502	0.012659226782435013	Down
ENSG00000245694.8	ENSG00000245694	4.443107274576981	8.735803206174787e-50	0.25899145883947916	0.006555912330003615	Up
